worker_id,wav_name,onomatopoeia_ja,onomatopoeia_en,confidence_score
xoiGF,1-13572-A-46.wav,カーン,k a: N,5
xoiGF,1-13572-A-46.wav,キーン,k i: N,4
xoiGF,1-13572-A-46.wav,カンカン,k a N k a N,4
JUMHB,1-13572-A-46.wav,キンコンカン,k i N k o N k a N,3
JUMHB,1-13572-A-46.wav,カーンカーン,k a: N k a: N,4
JUMHB,1-13572-A-46.wav,カランカラン,k a r a N k a r a N,3
aTIir,1-13572-A-46.wav,カーン カーンカンカンカン,k a: N  k a: N k a N k a N k a N,3
aTIir,1-13572-A-46.wav,コーン コーンコンコンコン,k o: N  k o: N k o N k o N k o N,3
aTIir,1-13572-A-46.wav,ターン ターンタンタンタン,t a: N  t a: N t a N t a N t a N,2
yoXAc,1-13572-A-46.wav,カーンカンカンカンカ,k a: N k a N k a N k a N k a,3
yoXAc,1-13572-A-46.wav,コーンキンカンカン,k o: N k i N k a N k a N,2
yoXAc,1-13572-A-46.wav,キーンキンキンキン,k i: N k i N k i N k i N,3
NZIXE,2-106073-A-36.wav,ヴァーンヴァーンヴァーン,b u a: N b u a: N b u a: N,3
NZIXE,2-106073-A-36.wav,ドゥーブーンブーン,d u: b u: N b u: N,3
NZIXE,2-106073-A-36.wav,ヒュゴーブーンブーン,hy u g o: b u: N b u: N,2
xoiGF,2-106073-A-36.wav,ザー,z a:,4
xoiGF,2-106073-A-36.wav,ザザザッ,z a z a z a q,4
xoiGF,2-106073-A-36.wav,ゲシゲシ,g e sh i g e sh i,3
JUMHB,2-106073-A-36.wav,ゴーゴー,g o: g o:,3
JUMHB,2-106073-A-36.wav,ゴー,g o:,3
JUMHB,2-106073-A-36.wav,ブォーン,b u o: N,3
aTIir,2-106073-A-36.wav,ファー,f a:,3
aTIir,2-106073-A-36.wav,ゴー,g o:,2
aTIir,2-106073-A-36.wav,フー,f u:,2
yoXAc,2-106073-A-36.wav,ビィー,b i::,4
yoXAc,2-106073-A-36.wav,ブィー,b u i:,4
yoXAc,2-106073-A-36.wav,ヴォー,b u o:,4
NcUYQ,1-76831-A-42.wav,ピー,p i:,4
NcUYQ,1-76831-A-42.wav,ピーポー,p i: p o:,4
NcUYQ,1-76831-A-42.wav,ピールー,p i: r u:,4
vuQgk,1-76831-A-42.wav,ピュイーピュウピュウ,py u i: py u u py u u,3
vuQgk,1-76831-A-42.wav,ウーウゥウゥ,u: u: u:,3
vuQgk,1-76831-A-42.wav,キィーンキィキィ,k i:: N k i: k i:,2
Ashzb,1-76831-A-42.wav,プーィーィュプィウィ,p u: i: i y u p u i w i,4
Ashzb,1-76831-A-42.wav,ピューィーュピュィウィ,py u: i: y u py u i w i,3
Ashzb,1-76831-A-42.wav,プーィーィピュィウィ,p u: i: i py u i w i,2
FfEwA,1-76831-A-42.wav,パオーパオパオ,p a o: p a o p a o,4
FfEwA,1-76831-A-42.wav,ウォーウォウォ,w o: w o w o,4
FfEwA,1-76831-A-42.wav,ファオーファオファオ,f a o: f a o f a o,4
sSsbQ,1-76831-A-42.wav,ウィーントウトウ,w i: N t o u t o u,2
sSsbQ,1-76831-A-42.wav,クワーンプープー,k u w a: N p u: p u:,2
sSsbQ,1-76831-A-42.wav,トゥーンパゥパゥ,t u: N p a u p a u,2
biawY,4-192068-A-31.wav,カチッカチカチカチッカチカチカチッ,k a ch i q k a ch i k a ch i k a ch i q k a ch i k a ch i k a ch i q,4
biawY,4-192068-A-31.wav,カチャッカチャカチャカチャッカチャカチャ,k a ch a q k a ch a k a ch a k a ch a q k a ch a k a ch a,4
biawY,4-192068-A-31.wav,カタッカタカタカタカタッカタカタッ,k a t a q k a t a k a t a k a t a k a t a q k a t a k a t a q,3
tzQPx,4-192068-A-31.wav,カチャ spカチャカチャカチャ spカチャカチャ spカチャ spカチャ,k a ch a sp k a ch a k a ch a k a ch a sp k a ch a k a ch a sp k a ch a sp k a ch a,4
tzQPx,4-192068-A-31.wav,シャカ spシャカシャカシャカ spシャカシャカ spシャカ spシャカ,sh a k a sp sh a k a sh a k a sh a k a sp sh a k a sh a k a sp sh a k a sp sh a k a,3
tzQPx,4-192068-A-31.wav,チャカ spチャカチャカチャカ spチャカチャカ spチャカ spチャカ,ch a k a sp ch a k a ch a k a ch a k a sp ch a k a ch a k a sp ch a k a sp ch a k a,3
rXXHF,4-192068-A-31.wav,カチッスカチカチカチッス,k a ch i q s u k a ch i k a ch i k a ch i q s u,2
rXXHF,4-192068-A-31.wav,カチカチカチカチカチ,k a ch i k a ch i k a ch i k a ch i k a ch i,1
rXXHF,4-192068-A-31.wav,カチンスカチカチカチカチンス,k a ch i N s u k a ch i k a ch i k a ch i k a ch i N s u,1
dEzBR,4-192068-A-31.wav,チンチチチチチチチ,ch i N ch i ch i ch i ch i ch i ch i ch i,3
dEzBR,4-192068-A-31.wav,カチカチカチカチカチカチ,k a ch i k a ch i k a ch i k a ch i k a ch i k a ch i,3
dEzBR,4-192068-A-31.wav,コチコチコチコチコチコチ,k o ch i k o ch i k o ch i k o ch i k o ch i k o ch i,3
sChDS,4-192068-A-31.wav,チッカチッカチッカチッカチッカチッカチッカチッカチッ,ch i q k a ch i q k a ch i q k a ch i q k a ch i q k a ch i q k a ch i q k a ch i q k a ch i q,4
sChDS,4-192068-A-31.wav,カチャチコッチコッチコッチコッチコッチコッチコッチコッ,k a ch a ch i k o q ch i k o q ch i k o q ch i k o q ch i k o q ch i k o q ch i k o q ch i k o q,4
sChDS,4-192068-A-31.wav,チチッティコティコティコティコティコティコティコティコティコ,ch i ch i q t i k o t i k o t i k o t i k o t i k o t i k o t i k o t i k o t i k o,3
qZcUD,3-119455-A-44.wav,バゥララララララララララララララ,b a u r a r a r a r a r a r a r a r a r a r a r a r a r a r a,3
qZcUD,3-119455-A-44.wav,ドゥララララララララララララララ,d u r a r a r a r a r a r a r a r a r a r a r a r a r a r a,3
qZcUD,3-119455-A-44.wav,ドゥドドドドドドドドドドドドドドド,d u d o d o d o d o d o d o d o d o d o d o d o d o d o d o d o,3
FOCWd,3-119455-A-44.wav,ブルルルル,b u r u r u r u r u,4
FOCWd,3-119455-A-44.wav,グルルルル,g u r u r u r u r u,3
FOCWd,3-119455-A-44.wav,ドゥルルルル,d u r u r u r u r u,3
pxskC,3-119455-A-44.wav,ブブブブッブブブブッブブブブッ,b u b u b u b u q b u b u b u b u q b u b u b u b u q,3
pxskC,3-119455-A-44.wav,バババッバババッバババッバババッバババッバババッバババッ,b a b a b a q b a b a b a q b a b a b a q b a b a b a q b a b a b a q b a b a b a q b a b a b a q,2
pxskC,3-119455-A-44.wav,ボボボボボッボボボボボッボボボボボッボボボボボッボボボボボッ,b o b o b o b o b o q b o b o b o b o b o q b o b o b o b o b o q b o b o b o b o b o q b o b o b o b o b o q,2
IafWp,3-119455-A-44.wav,ガガタガタガタガタガタガタガタガタガタ,g a g a t a g a t a g a t a g a t a g a t a g a t a g a t a g a t a g a t a,3
IafWp,3-119455-A-44.wav,カタカタカタカタカタンカタンカタンカタンカタン,k a t a k a t a k a t a k a t a k a t a N k a t a N k a t a N k a t a N k a t a N,2
IafWp,3-119455-A-44.wav,ブーカタンカタンブーカタンカタンブーカタンカタン,b u: k a t a N k a t a N b u: k a t a N k a t a N b u: k a t a N k a t a N,2
uVAlm,3-119455-A-44.wav,ブォーン,b u o: N,3
uVAlm,3-119455-A-44.wav,ドドドドドドドドドドドドド,d o d o d o d o d o d o d o d o d o d o d o d o d o,2
uVAlm,3-119455-A-44.wav,ゴゴゴゴゴゴゴゴゴゴゴ,g o g o g o g o g o g o g o g o g o g o g o,1
TeJIs,3-159347-B-36.wav,ウィーキュルルルルルーン,w i: ky u r u r u r u r u r u: N,3
TeJIs,3-159347-B-36.wav,ブィーキュルルルルウィン,b u i: ky u r u r u r u r u w i N,4
TeJIs,3-159347-B-36.wav,ビィーキュルルルルーウィン,b i:: ky u r u r u r u r u: w i N,4
tQgiq,3-159347-B-36.wav,ギューウシュボーンカチッウーン,gy u: u sh u b o: N k a ch i q u: N,4
tQgiq,3-159347-B-36.wav,ジューウシュボーカチッウーン,j u: u sh u b o: k a ch i q u: N,3
tQgiq,3-159347-B-36.wav,ブーボーカチウーン,b u: b o: k a ch i u: N,3
rBFby,3-159347-B-36.wav,ジーザーッ,j i: z a: q,5
rBFby,3-159347-B-36.wav,ギィィーゴォォォ,g i: i: g o: o o,4
rBFby,3-159347-B-36.wav,ザクザクボォォー,z a k u z a k u b o: o:,2
IiUKK,3-159347-B-36.wav,ギュウウウンspピュー,gy u u u u Nsp py u:,3
IiUKK,3-159347-B-36.wav,ブウウンspビュウウン,b u u u Nsp by u u u N,3
IiUKK,3-159347-B-36.wav,ブブブッspブーン,b u b u b u qsp b u: N,2
GOhHG,3-159347-B-36.wav,ブロロロヒュゥーンプツッ,b u r o r o r o hy u u: N p u ts u q,4
GOhHG,3-159347-B-36.wav,ブンブンザーヒューン,b u N b u N z a: hy u: N,3
GOhHG,3-159347-B-36.wav,ブブブブヒュー,b u b u b u b u hy u:,2
ovXke,1-19026-A-43.wav,ブゥブゥーゥ,b u: b u:: u,3
ovXke,1-19026-A-43.wav,ウゥッウーゥ,u: q u: u,3
ovXke,1-19026-A-43.wav,ブゥッブゥーッウ,b u: q b u:: q u,3
QrSRP,1-19026-A-43.wav,ヒャッヒャーン,hy a q hy a: N,4
QrSRP,1-19026-A-43.wav,プップー,p u q p u:,4
QrSRP,1-19026-A-43.wav,ファンファーン,f a N f a: N,4
rCQBF,1-19026-A-43.wav,プップー,p u q p u:,5
rCQBF,1-19026-A-43.wav,パッパー,p a q p a:,4
rCQBF,1-19026-A-43.wav,ブッブー,b u q b u:,4
QIDAd,1-19026-A-43.wav,ピッピー,p i q p i:,5
QIDAd,1-19026-A-43.wav,ファッファー,f a q f a:,5
QIDAd,1-19026-A-43.wav,ファンファーン,f a N f a: N,5
SBvrj,1-19026-A-43.wav,パッパー,p a q p a:,5
SBvrj,1-19026-A-43.wav,ビッビー,b i q b i:,4
SBvrj,1-19026-A-43.wav,ブッブー,b u q b u:,3
pjPSa,3-87936-B-46.wav,シャラララーランランランラー,sh a r a r a r a: r a N r a N r a N r a:,4
pjPSa,3-87936-B-46.wav,カラララーラーンラーンラーン,k a r a r a r a: r a: N r a: N r a: N,3
pjPSa,3-87936-B-46.wav,シャリララーラーラーラ,sh a r i r a r a: r a: r a: r a,3
YviQS,3-87936-B-46.wav,カララーンカララーン,k a r a r a: N k a r a r a: N,3
YviQS,3-87936-B-46.wav,トゥララーントゥララーン,t u r a r a: N t u r a r a: N,4
YviQS,3-87936-B-46.wav,キャララーンキャララーン,ky a r a r a: N ky a r a r a: N,3
YNDeh,3-87936-B-46.wav,カーン カーン カ ドカ ド カン,k a: N  k a: N  k a  d o k a  d o  k a N,3
YNDeh,3-87936-B-46.wav,グァーン グアーン グア ド グァーン,g u a: N  g u a: N  g u a  d o  g u a: N,3
YNDeh,3-87936-B-46.wav,クワーン クワーン クワ ド クワーン,k u w a: N  k u w a: N  k u w a  d o  k u w a: N,3
klfNy,3-87936-B-46.wav,カランコーカランコー,k a r a N k o: k a r a N k o:,4
klfNy,3-87936-B-46.wav,カラントンカラントン,k a r a N t o N k a r a N t o N,3
klfNy,3-87936-B-46.wav,タラトンタラトン,t a r a t o N t a r a t o N,3
dEzBR,3-87936-B-46.wav,トゥワントゥワントゥワン,t u w a N t u w a N t u w a N,3
dEzBR,3-87936-B-46.wav,ウァーンウァーントァウン,u a: N u a: N t o a u N,4
dEzBR,3-87936-B-46.wav,テュワーンテュワーンテュワーウンテュワンン,ty u w a: N ty u w a: N ty u w a: u N ty u w a N N,4
ClTCf,5-194930-A-1.wav,コケコッコー,k o k e k o q k o:,5
ClTCf,5-194930-A-1.wav,コーコケコ,k o: k o k e k o,3
ClTCf,5-194930-A-1.wav,クックドゥードゥルドゥ,k u q k u d u: d u r u d u,2
RKCDX,5-194930-A-1.wav,コケコッコー,k o k e k o q k o:,2
RKCDX,5-194930-A-1.wav,コケコッウォー,k o k e k o q w o:,3
RKCDX,5-194930-A-1.wav,コッケグォーグォー,k o q k e g u o: g u o:,2
PPXJU,5-194930-A-1.wav,コケコッコー,k o k e k o q k o:,5
PPXJU,5-194930-A-1.wav,グックドゥドゥルー,g u q k u d u d u r u:,4
PPXJU,5-194930-A-1.wav,ウッアアッアー,u q a a q a:,3
jRCxx,5-194930-A-1.wav,コッケコー,k o q k e k o:,4
jRCxx,5-194930-A-1.wav,コッケオー,k o q k e o:,4
jRCxx,5-194930-A-1.wav,オッェオー,o q e o:,3
wIBQx,5-194930-A-1.wav,コケコッオー,k o k e k o q o:,4
wIBQx,5-194930-A-1.wav,コケコッコー,k o k e k o q k o:,3
wIBQx,5-194930-A-1.wav,コケコッホォー,k o k e k o q h o::,4
JiNfe,1-26176-A-43.wav,ビィーッ,b i:: q,5
JiNfe,1-26176-A-43.wav,ベェーッ,b e:: q,4
JiNfe,1-26176-A-43.wav,ビャーッ,by a: q,4
SOpgS,1-26176-A-43.wav,イー,i:,4
SOpgS,1-26176-A-43.wav,リー,r i:,3
SOpgS,1-26176-A-43.wav,ミー,m i:,3
upqzi,1-26176-A-43.wav,ビィー,b i::,3
upqzi,1-26176-A-43.wav,ピィー,p i::,3
upqzi,1-26176-A-43.wav,ビーイー,b i: i:,3
JTuyM,1-26176-A-43.wav,ビー,b i:,4
JTuyM,1-26176-A-43.wav,ギー,g i:,3
JTuyM,1-26176-A-43.wav,ウィー,w i:,2
fNMGy,1-26176-A-43.wav,ピー,p i:,5
fNMGy,1-26176-A-43.wav,ピィー,p i::,4
fNMGy,1-26176-A-43.wav,ビー,b i:,4
ZsVvZ,3-138114-A-22.wav,パチパチパチパチ,p a ch i p a ch i p a ch i p a ch i,4
ZsVvZ,3-138114-A-22.wav,パチパチヒュー,p a ch i p a ch i hy u:,4
ZsVvZ,3-138114-A-22.wav,パチパチッヒューッ,p a ch i p a ch i q hy u: q,4
yunDu,3-138114-A-22.wav,パパッパパッパパッspパパパパパ,p a p a q p a p a q p a p a qsp p a p a p a p a p a,3
yunDu,3-138114-A-22.wav,パチパチパチパチパチッウオーパチパチ,p a ch i p a ch i p a ch i p a ch i p a ch i q u o: p a ch i p a ch i,3
yunDu,3-138114-A-22.wav,パタパタパタパタパタッオーッパッパッパッパッ,p a t a p a t a p a t a p a t a p a t a q o: q p a q p a q p a q p a q,3
tYCcL,3-138114-A-22.wav,パチパチパチパチフゥーウ,p a ch i p a ch i p a ch i p a ch i f u:: u,3
tYCcL,3-138114-A-22.wav,パチパチフゥーイパチパチパチ,p a ch i p a ch i f u:: i p a ch i p a ch i p a ch i,2
tYCcL,3-138114-A-22.wav,パチパチバチバチフュゥー,p a ch i p a ch i b a ch i b a ch i hy u u:,2
HDaUj,3-138114-A-22.wav,パチパチパチパチフーパチパチパチパチ,p a ch i p a ch i p a ch i p a ch i f u: p a ch i p a ch i p a ch i p a ch i,4
HDaUj,3-138114-A-22.wav,タンタンタンタンウータンタンタンタン,t a N t a N t a N t a N u: t a N t a N t a N t a N,3
HDaUj,3-138114-A-22.wav,カチカチカチカチフーカチカチカチカチ,k a ch i k a ch i k a ch i k a ch i f u: k a ch i k a ch i k a ch i k a ch i,3
PeXPc,3-138114-A-22.wav,パチパチパチフォー,p a ch i p a ch i p a ch i f o:,4
PeXPc,3-138114-A-22.wav,パパパパフォフォー,p a p a p a p a f o f o:,4
PeXPc,3-138114-A-22.wav,タチタチタチファー,t a ch i t a ch i t a ch i f a:,3
ukZND,3-164216-C-6.wav,コケコッココケコッコ,k o k e k o q k o k o k e k o q k o,5
ukZND,3-164216-C-6.wav,クケコッコクケコッコ,k u k e k o q k o k u k e k o q k o,4
ukZND,3-164216-C-6.wav,クエコッコクエコッコ,k u e k o q k o k u e k o q k o,3
HsDGM,3-164216-C-6.wav,ゴケッコッコ,g o k e q k o q k o,4
HsDGM,3-164216-C-6.wav,ケエーコッコ,k e e: k o q k o,5
HsDGM,3-164216-C-6.wav,クケエッケッケ,k u k e e q k e q k e,3
qQfkp,3-164216-C-6.wav,コケーコッコッコケー,k o k e: k o q k o q k o k e:,4
qQfkp,3-164216-C-6.wav,ホヘーホッホッホヘー,h o h e: h o q h o q h o h e:,2
qQfkp,3-164216-C-6.wav,ウエーウッウッウエー,u e: u q u q u e:,1
tkTTS,3-164216-C-6.wav,コキーコッコキーコッコッコッコキーコッコキー,k o k i: k o q k o k i: k o q k o q k o q k o k i: k o q k o k i:,2
tkTTS,3-164216-C-6.wav,ココーコッココーコッコッコッココーコッココー,k o k o: k o q k o k o: k o q k o q k o q k o k o: k o q k o k o:,3
tkTTS,3-164216-C-6.wav,コケーコッコケーコッコッコケーコッコッコケー,k o k e: k o q k o k e: k o q k o q k o k e: k o q k o q k o k e:,4
GKpTj,3-164216-C-6.wav,コケーコッコッコ,k o k e: k o q k o q k o,5
GKpTj,3-164216-C-6.wav,クカーコッコッコ,k u k a: k o q k o q k o,3
GKpTj,3-164216-C-6.wav,クワァークヮックヮックヮッ,k u w a:: k u w a q k u w a q k u w a q,2
msndL,3-51909-B-42.wav,ブォー,b u o:,4
msndL,3-51909-B-42.wav,パァーン,p a:: N,3
msndL,3-51909-B-42.wav,ワアー,w a a:,3
jymMG,3-51909-B-42.wav,ウオー,u o:,3
jymMG,3-51909-B-42.wav,ウォー,w o:,3
jymMG,3-51909-B-42.wav,オー,o:,3
lFHyJ,3-51909-B-42.wav,ポー,p o:,2
lFHyJ,3-51909-B-42.wav,プゥオーン,p u: o: N,4
lFHyJ,3-51909-B-42.wav,フーオーン,f u: o: N,3
rCQBF,3-51909-B-42.wav,パー,p a:,5
rCQBF,3-51909-B-42.wav,プー,p u:,5
rCQBF,3-51909-B-42.wav,ポー,p o:,4
ntnXi,3-51909-B-42.wav,ウワァー,u w a::,3
ntnXi,3-51909-B-42.wav,ンアー,N a:,3
ntnXi,3-51909-B-42.wav,フンワァー,f u N w a::,2
GOhHG,5-156026-B-4.wav,グワグワ,g u w a g u w a,3
GOhHG,5-156026-B-4.wav,グッグッ,g u q g u q,2
GOhHG,5-156026-B-4.wav,ブッブッ,b u q b u q,2
IbzLK,5-156026-B-4.wav,グワッ,g u w a q,4
IbzLK,5-156026-B-4.wav,グルッ,g u r u q,2
IbzLK,5-156026-B-4.wav,ググッ,g u g u q,2
Wbpmb,5-156026-B-4.wav,グアッ,g u a q,4
Wbpmb,5-156026-B-4.wav,グワッ,g u w a q,5
Wbpmb,5-156026-B-4.wav,ワッワッワッ,w a q w a q w a q,4
tQgiq,5-156026-B-4.wav,グワッグワッグワッ,g u w a q g u w a q g u w a q,4
tQgiq,5-156026-B-4.wav,ワッワッワッ,w a q w a q w a q,3
tQgiq,5-156026-B-4.wav,ゲコゲコゲコ,g e k o g e k o g e k o,2
mTPSI,5-156026-B-4.wav,クワックワックワッ,k u w a q k u w a q k u w a q,4
mTPSI,5-156026-B-4.wav,カッカッカッ,k a q k a q k a q,3
mTPSI,5-156026-B-4.wav,クゥークゥークゥー,k u:: k u:: k u::,2
vDzAU,5-103418-A-2.wav,ギコッギコッグイーン,g i k o q g i k o q g u i: N,4
vDzAU,5-103418-A-2.wav,ジャカッジャカッバーイ,j a k a q j a k a q b a: i,3
vDzAU,5-103418-A-2.wav,シャカッシャッカッブヴァーイ,sh a k a q sh a q k a q b u b u a: i,3
MZwoO,5-103418-A-2.wav,クッワクッワワースォン,k u q w a k u q w a w a: s u o N,4
MZwoO,5-103418-A-2.wav,ブッワブッワワワーアフゥーン,b u q w a b u q w a w a w a: a f u:: N,5
MZwoO,5-103418-A-2.wav,グッワグッワワワーフスーン,g u q w a g u q w a w a w a: f u s u: N,4
tQgiq,5-103418-A-2.wav,ブワッブーワッブー,b u w a q b u: w a q b u:,4
tQgiq,5-103418-A-2.wav,ボワッボーワボー,b o w a q b o: w a b o:,4
tQgiq,5-103418-A-2.wav,グワッグーワグー,g u w a q g u: w a g u:,3
ODTjB,5-103418-A-2.wav,シャカシャカシャカシャカ,sh a k a sh a k a sh a k a sh a k a,5
ODTjB,5-103418-A-2.wav,チャカチャカ,ch a k a ch a k a,4
ODTjB,5-103418-A-2.wav,シャバシャバ,sh a b a sh a b a,2
Cvldq,5-103418-A-2.wav,ギゴギゴ,g i g o g i g o,3
Cvldq,5-103418-A-2.wav,グワグワ,g u w a g u w a,3
Cvldq,5-103418-A-2.wav,ギゴッギゴッ,g i g o q g i g o q,3
FMIbO,5-240671-A-44.wav,ヴォロヴォロヴォロヴォロ,b u o r o b u o r o b u o r o b u o r o,5
FMIbO,5-240671-A-44.wav,ウォロウォロウォロウォロ,w o r o w o r o w o r o w o r o,4
FMIbO,5-240671-A-44.wav,ゴロゴロゴロゴロ,g o r o g o r o g o r o g o r o,2
AoCLr,5-240671-A-44.wav,ブロロロロロロ,b u r o r o r o r o r o r o,3
AoCLr,5-240671-A-44.wav,ドドドドドドドド,d o d o d o d o d o d o d o d o,3
AoCLr,5-240671-A-44.wav,ゴー,g o:,1
ECXxG,5-240671-A-44.wav,ブロロロロロロロ,b u r o r o r o r o r o r o r o,3
ECXxG,5-240671-A-44.wav,ブンブロロロロロロロ,b u N b u r o r o r o r o r o r o r o,2
ECXxG,5-240671-A-44.wav,ブブブブブブブブブ,b u b u b u b u b u b u b u b u b u,2
JbyEc,5-240671-A-44.wav,グゴゴゴゴゴ,g u g o g o g o g o g o,3
JbyEc,5-240671-A-44.wav,グガガガガガ,g u g a g a g a g a g a,3
JbyEc,5-240671-A-44.wav,ガタガタガタガタ,g a t a g a t a g a t a g a t a,2
DxRVR,5-240671-A-44.wav,ブォンブォン,b u o N b u o N,4
DxRVR,5-240671-A-44.wav,ズンズンズンズン,z u N z u N z u N z u N,4
DxRVR,5-240671-A-44.wav,ブンブンブンブン,b u N b u N b u N b u N,2
CHHNk,5-251426-B-30.wav,トントントン,t o N t o N t o N,4
CHHNk,5-251426-B-30.wav,コンコンコン,k o N k o N k o N,3
CHHNk,5-251426-B-30.wav,コッコッコッ,k o q k o q k o q,2
lLqcg,5-251426-B-30.wav,トントントントン,t o N t o N t o N t o N,4
lLqcg,5-251426-B-30.wav,コンコンコンコン,k o N k o N k o N k o N,4
lLqcg,5-251426-B-30.wav,ポンポンポンポン,p o N p o N p o N p o N,4
cQvXN,5-251426-B-30.wav,ココココココココ,k o k o k o k o k o k o k o k o,4
cQvXN,5-251426-B-30.wav,トントントントン,t o N t o N t o N t o N,4
cQvXN,5-251426-B-30.wav,トトトトトトトト,t o t o t o t o t o t o t o t o,4
zaqIh,5-251426-B-30.wav,コンコンコンコン,k o N k o N k o N k o N,4
zaqIh,5-251426-B-30.wav,トントントントントン,t o N t o N t o N t o N t o N,4
zaqIh,5-251426-B-30.wav,ションションションション,sh o N sh o N sh o N sh o N,3
tPAhi,5-251426-B-30.wav,ボンボンボンボンボンボン,b o N b o N b o N b o N b o N b o N,4
tPAhi,5-251426-B-30.wav,ドンドンドンドンドンドンドン,d o N d o N d o N d o N d o N d o N d o N,4
tPAhi,5-251426-B-30.wav,ドスドスドスドスドスドスドス,d o s u d o s u d o s u d o s u d o s u d o s u d o s u,3
qZcUD,1-47819-A-5.wav,ミャオーッミャツ,my a o: q my a ts u,3
qZcUD,1-47819-A-5.wav,マオーッマォッ,m a o: q m a o q,4
qZcUD,1-47819-A-5.wav,アオーッアオッ,a o: q a o q,3
hIoPj,1-47819-A-5.wav,ワオーンワオ,w a o: N w a o,4
hIoPj,1-47819-A-5.wav,アオーアオ,a o: a o,3
hIoPj,1-47819-A-5.wav,アウーワア,a u: w a a,1
Gqiwe,1-47819-A-5.wav,ニャーン,ny a: N,3
Gqiwe,1-47819-A-5.wav,アーン,a: N,3
Gqiwe,1-47819-A-5.wav,アッアーン,a q a: N,3
GJQZw,1-47819-A-5.wav,ワォー,w a o:,4
GJQZw,1-47819-A-5.wav,ミャオー,my a o:,4
GJQZw,1-47819-A-5.wav,ミャァー,my a a:,5
SlmnV,1-47819-A-5.wav,アーオ,a: o,3
SlmnV,1-47819-A-5.wav,ンナーオ,N n a: o,4
SlmnV,1-47819-A-5.wav,ニャーオ,ny a: o,4
nWvgf,4-156827-A-46.wav,リーンゴーンリーンゴーン,r i: N g o: N r i: N g o: N,5
nWvgf,4-156827-A-46.wav,ガランゴロンガランゴロン,g a r a N g o r o N g a r a N g o r o N,4
nWvgf,4-156827-A-46.wav,ディーンドーンディーンドーン,d i: N d o: N d i: N d o: N,4
cCZKP,4-156827-A-46.wav,カーンラーンカーンラーン,k a: N r a: N k a: N r a: N,5
cCZKP,4-156827-A-46.wav,コンカーンコンカーン,k o N k a: N k o N k a: N,4
cCZKP,4-156827-A-46.wav,カンキンカンキンカンキン,k a N k i N k a N k i N k a N k i N,3
ieTXD,4-156827-A-46.wav,キーンコーンカーンコーン,k i: N k o: N k a: N k o: N,2
ieTXD,4-156827-A-46.wav,キランコロンキランコロン,k i r a N k o r o N k i r a N k o r o N,2
ieTXD,4-156827-A-46.wav,ギアングランギアングラン,g i a N g u r a N g i a N g u r a N,1
eCwLt,4-156827-A-46.wav,カランコロンカランコロンカランコロンカラン,k a r a N k o r o N k a r a N k o r o N k a r a N k o r o N k a r a N,3
eCwLt,4-156827-A-46.wav,リンドンリンドンリン,r i N d o N r i N d o N r i N,3
eCwLt,4-156827-A-46.wav,ドロンドロンドロンドロンドン,d o r o N d o r o N d o r o N d o r o N d o N,2
SlmnV,4-156827-A-46.wav,ドンゴーンドンゴーン,d o N g o: N d o N g o: N,4
SlmnV,4-156827-A-46.wav,ギンゴーンギンゴーン,g i N g o: N g i N g o: N,4
SlmnV,4-156827-A-46.wav,ドゥゴーンドゥゴーン,d u g o: N d u g o: N,3
ocZuz,1-76831-D-42.wav,ピコピコピコーウーウー,p i k o p i k o p i k o: u: u:,2
ocZuz,1-76831-D-42.wav,ビコビコビコーウーウー,b i k o b i k o b i k o: u: u:,3
ocZuz,1-76831-D-42.wav,ブブブブーウーウー,b u b u b u b u: u: u:,3
NArcS,1-76831-D-42.wav,ブーブブブー,b u: b u b u b u:,4
NArcS,1-76831-D-42.wav,プォーン,p u o: N,3
NArcS,1-76831-D-42.wav,プォプォー,p u o p u o:,3
ecveG,1-76831-D-42.wav,ビーコピーコピーコウィィーン,b i: k o p i: k o p i: k o w i i: N,3
ecveG,1-76831-D-42.wav,ウィーオイゥーオウゥーオウィィーン,w i: o i u: o u:: o w i i: N,3
ecveG,1-76831-D-42.wav,ピーポヒーポピーポウィィィーン,p i: p o h i: p o p i: p o w i i i: N,3
KoZBJ,1-76831-D-42.wav,ウーウー,u: u:,3
KoZBJ,1-76831-D-42.wav,ピーピー,p i: p i:,3
KoZBJ,1-76831-D-42.wav,ピューピュー,py u: py u:,2
nWvgf,1-76831-D-42.wav,ピーピピピウーウー,p i: p i p i p i u: u:,4
nWvgf,1-76831-D-42.wav,ブーブブブキュイーン,b u: b u b u b u ky u i: N,3
nWvgf,1-76831-D-42.wav,ダーダダダウーウー,d a: d a d a d a u: u:,3
WeaDN,4-191327-A-38.wav,ガチッチャガチッチャガチッ,g a ch i q ch a g a ch i q ch a g a ch i q,5
WeaDN,4-191327-A-38.wav,ガタンチャガチリチャガチリッ,g a t a N ch a g a ch i r i ch a g a ch i r i q,4
WeaDN,4-191327-A-38.wav,ゴチッカタッコチッカタッコチリ,g o ch i q k a t a q k o ch i q k a t a q k o ch i r i,2
vXjYM,4-191327-A-38.wav,ジャッジャッジャッジャッジャッ,j a q j a q j a q j a q j a q,3
vXjYM,4-191327-A-38.wav,ガシャッガシャッガシャッガシャッガシャッ,g a sh a q g a sh a q g a sh a q g a sh a q g a sh a q,4
